# Date: 2017-08-04
# genetable Version: 1.0.0.1
# Notes:This file includes starting and ending ranges for feature = "gene" in the gtf file.
#
# Data Dictionary:
#   variables type description
#   chr character chromosome in genome build GRCh37/hg19
#   strand character DNA strand. values {+,-}
#   gene_id character gene identifier with ENSG prefix
#   gene_name character Gene name
#   agg_start integer 5' start position of the feature in genome build GRCh37/hg19
#   agg_end integer 3' end position of the gene in genome build GRCh37/hg19
#   source comma seprated list annotation sources of transcripts in an aggregation unit
#   type character biotype of the feature
#   merge_count integer number of features joined in aggregation unit
#   agg_size integer length of aggregation unit

chr	strand	gene_id	gene_name	agg_start	agg_end	source	transcript_type	merge_count	agg_size
chr22	+	ENSG00000100290.2	BIK	43506754	43525718	HAVANA	protein_coding	1	18964
chr22	-	ENSG00000100294.8	MCAT	43528212	43539400	HAVANA	protein_coding	1	11188
chr22	+	ENSG00000100300.13	TSPO	43547520	43559248	HAVANA	protein_coding	1	11728
chr22	-	ENSG00000100304.12	TTLL12	43562628	43583139	HAVANA	protein_coding	1	20511
chr22	-	ENSG00000159307.14	SCUBE1	43593289	43739394	HAVANA	protein_coding	1	146105
chr22	+	ENSG00000236272.1	Z82214.3	43608680	43609667	HAVANA	antisense	1	987
chr22	+	ENSG00000234892.1	Z82214.2	43628147	43635016	HAVANA	antisense	1	6869
chr22	+	ENSG00000203527.2	Z99756.1	43671961	43679836	HAVANA	antisense	1	7875
chr22	+	ENSG00000236117.1	RP4-754E20__A.5	43796337	43805687	HAVANA	lincRNA	1	9350
chr22	+	ENSG00000186732.9	MPPED1	43807202	43903728	HAVANA	protein_coding	1	96526
chr22	+	ENSG00000223843.3	EFCAB6-AS1	43911997	43932747	HAVANA	antisense	1	20750
chr22	-	ENSG00000186976.10	EFCAB6	43924624	44208217	HAVANA	protein_coding	1	283593
chr22	-	ENSG00000233157.1	RP3-388M5.8	44155079	44155790	HAVANA	pseudogene	1	711
chr22	+	ENSG00000180150.5	HMGN2P9	44198424	44198652	HAVANA	pseudogene	1	228
chr22	+	ENSG00000261251.1	RP3-388M5.9	44208336	44213274	HAVANA	antisense	1	4938
chr22	-	ENSG00000130540.9	SULT4A1	44220389	44258398	HAVANA	protein_coding	1	38009
chr22	-	ENSG00000100341.7	PNPLA5	44275558	44287893	HAVANA	protein_coding	1	12335
chr22	-	ENSG00000266837.1	Z97055.1	44300476	44300561	ENSEMBL	miRNA	1	85
chr22	+	ENSG00000100344.6	PNPLA3	44319619	44360368	HAVANA	protein_coding	1	40749
chr22	+	ENSG00000100347.10	SAMM50	44351301	44406411	HAVANA	protein_coding	1	55110
chr22	+	ENSG00000224856.2	RP4-796I17.5	44352907	44353228	HAVANA	pseudogene	1	321
chr22	+	ENSG00000188677.10	PARVB	44395091	44568829	HAVANA	protein_coding	1	173738
chr22	+	ENSG00000138964.12	PARVG	44568836	44615413	HAVANA	protein_coding	1	46577
chr22	-	ENSG00000138944.7	KIAA1644	44639547	44708731	HAVANA	protein_coding	1	69184
chr22	+	ENSG00000220702.1	RP1-32I10.10	44761431	44762164	HAVANA	protein_coding	1	733
chr22	-	ENSG00000236079.1	RP1-32I10.11	44809365	44810694	HAVANA	pseudogene	1	1329
chr22	+	ENSG00000232655.1	CTA-397C4.2	44839207	44840668	HAVANA	lincRNA	1	1461
chr22	-	ENSG00000228807.1	MRPS18CP6	44879375	44879597	HAVANA	pseudogene	1	222
chr22	-	ENSG00000188636.3	LDOC1L	44888452	44894178	HAVANA	protein_coding	1	5726
chr22	+	ENSG00000215333.3	KRT18P23	44962845	44964127	HAVANA	pseudogene	1	1282
chr22	+	ENSG00000187012.6	LINC00207	44965219	44968221	HAVANA	lincRNA	1	3002
chr22	-	ENSG00000234300.1	LINC00229	45002819	45021299	HAVANA	lincRNA	1	18480
chr22	+	ENSG00000231801.2	ANP32BP2	45047715	45048259	HAVANA	pseudogene	1	544
chr22	+	ENSG00000186654.16	PRR5	45064593	45133561	HAVANA	protein_coding	1	68968
chr22	+	ENSG00000248405.5	PRR5-ARHGAP8	45098113	45258586	HAVANA	protein_coding	1	160473
chr22	+	ENSG00000241484.5	ARHGAP8	45098355	45258665	HAVANA	protein_coding	1	160310
chr22	-	ENSG00000056487.11	PHF21B	45277042	45405880	HAVANA	protein_coding	1	128838
chr22	+	ENSG00000223730.1	RP1-127B20.4	45297427	45298351	HAVANA	pseudogene	1	924
chr22	-	ENSG00000230922.1	RP4-753M9.1	45396446	45399500	HAVANA	sense_intronic	1	3054
chr22	-	ENSG00000226328.2	CTA-217C2.1	45528901	45559662	HAVANA	lincRNA	1	30761
chr22	-	ENSG00000273243.1	CTA-217C2.2	45551420	45551892	HAVANA	lincRNA	1	472
chr22	+	ENSG00000093000.14	NUP50	45559722	45583896	HAVANA	protein_coding	1	24174
chr22	+	ENSG00000273353.1	CTA-268H5.12	45574871	45575191	HAVANA	sense_intronic	1	320
chr22	-	ENSG00000100364.14	KIAA0930	45586219	45636650	HAVANA	protein_coding	1	50431
chr22	-	ENSG00000221598.1	MIR1249	45596835	45596900	ENSEMBL	miRNA	1	65
chr22	-	ENSG00000273287.1	CTA-268H5.14	45658166	45659466	HAVANA	lincRNA	1	1300
chr22	+	ENSG00000213752.3	CTA-268H5.9	45671480	45671966	HAVANA	pseudogene	1	486
chr22	+	ENSG00000100373.5	UPK3A	45680863	45691755	HAVANA	protein_coding	1	10892
chr22	+	ENSG00000100376.7	FAM118A	45704849	45737836	HAVANA	protein_coding	1	32987
chr22	-	ENSG00000077935.12	SMC1B	45739944	45809500	HAVANA	protein_coding	1	69556
chr22	+	ENSG00000128408.7	RIBC2	45809572	45828376	HAVANA	protein_coding	1	18804
chr22	-	ENSG00000232363.1	RP1-102D24.5	45831744	45844624	HAVANA	antisense	1	12880
chr22	+	ENSG00000077942.13	FBLN1	45898118	45997015	HAVANA	protein_coding	1	98897
chr22	-	ENSG00000238120.1	CTA-941F9.9	46000312	46001501	HAVANA	antisense	1	1189
chr22	-	ENSG00000251985.1	RNU6-1161P	46020411	46020512	ENSEMBL	snRNA	1	101
chr22	+	ENSG00000130638.11	ATXN10	46067678	46241187	HAVANA	protein_coding	1	173509
chr22	+	ENSG00000264160.1	MIR4762	46156404	46156478	ENSEMBL	miRNA	1	74
chr22	-	ENSG00000235347.1	RP1-37M3.8	46188298	46189516	HAVANA	pseudogene	1	1218
chr22	-	ENSG00000235091.1	WI2-85898F10.1	46271879	46283628	HAVANA	lincRNA	1	11749
chr22	-	ENSG00000188064.5	WNT7B	46316242	46373009	HAVANA	protein_coding	1	56767
chr22	-	ENSG00000265610.1	CR536603.1	46372758	46372834	ENSEMBL	miRNA	1	76
chr22	+	ENSG00000273145.1	CITF22-92A6.1	46409486	46411378	HAVANA	lincRNA	1	1892
chr22	-	ENSG00000231711.2	LINC00899	46435787	46440733	HAVANA	processed_transcript	1	4946
chr22	-	ENSG00000182257.5	C22orf26	46445358	46450024	HAVANA	protein_coding	1	4666
chr22	+	ENSG00000273289.1	RP6-109B7.5	46448973	46449440	HAVANA	antisense	1	467
chr22	+	ENSG00000241990.1	RP6-109B7.3	46449585	46453090	HAVANA	antisense	1	3505
chr22	+	ENSG00000197182.8	FLJ27365	46449749	46509808	HAVANA	protein_coding	1	60059
chr22	-	ENSG00000231010.1	RP6-109B7.2	46451620	46454040	HAVANA	lincRNA	1	2420
chr22	-	ENSG00000235159.1	RP6-109B7.4	46463236	46465771	HAVANA	antisense	1	2535
chr22	+	ENSG00000266533.1	MIR3619	46486924	46487006	ENSEMBL	miRNA	1	82
chr22	+	ENSG00000198986.1	MIRLET7A3	46508629	46508702	ENSEMBL	miRNA	1	73
chr22	+	ENSG00000264147.1	MIR4763	46509446	46509537	ENSEMBL	miRNA	1	91
chr22	+	ENSG00000207875.1	MIRLET7B	46509566	46509648	ENSEMBL	miRNA	1	82
chr22	+	ENSG00000186951.12	PPARA	46546424	46639653	HAVANA	protein_coding	1	93229
chr22	-	ENSG00000205643.6	CDPF1	46639908	46646576	HAVANA	protein_coding	1	6668
chr22	-	ENSG00000130943.5	PKDREJ	46651560	46659219	HAVANA	protein_coding	1	7659
chr22	+	ENSG00000075234.12	TTC38	46663858	46689905	HAVANA	protein_coding	1	26047
chr22	+	ENSG00000075218.14	GTSE1	46692638	46726707	HAVANA	protein_coding	1	34069
chr22	+	ENSG00000100416.8	TRMU	46726772	46753237	HAVANA	protein_coding	1	26465
chr22	-	ENSG00000075275.12	CELSR1	46756731	46933067	HAVANA	protein_coding	1	176336
chr22	-	ENSG00000230634.1	RP5-996D20.3	46877226	46877657	HAVANA	pseudogene	1	431
chr22	+	ENSG00000234869.1	RP3-439F8.1	46937392	46944093	HAVANA	antisense	1	6701
chr22	+	ENSG00000075240.12	GRAMD4	46971909	47075688	HAVANA	protein_coding	1	103779
chr22	-	ENSG00000100422.9	CERK	47080308	47134158	HAVANA	protein_coding	1	53850
chr22	-	ENSG00000260708.1	CTA-29F11.1	47157791	47158460	HAVANA	antisense	1	669
chr22	+	ENSG00000054611.9	TBC1D22A	47158518	47571336	HAVANA	protein_coding	1	412818
chr22	+	ENSG00000221672.1	Z97351.1	47243803	47243875	ENSEMBL	miRNA	1	72
chr22	+	ENSG00000224715.1	CITF22-49D8.1	47741319	47769291	HAVANA	lincRNA	1	27972
chr22	-	ENSG00000218357.3	LL22NC03-75H12.2	47857048	47882860	HAVANA	protein_coding	1	25812
chr22	-	ENSG00000205634.2	LINC00898	48016792	48027318	HAVANA	lincRNA	1	10526
chr22	+	ENSG00000224271.1	RP11-191L9.4	48027423	48251349	HAVANA	lincRNA	1	223926
chr22	-	ENSG00000232897.2	RP11-191L9.5	48058308	48059352	HAVANA	pseudogene	1	1044
chr22	+	ENSG00000230345.1	RP13-455A7.1	48256420	48257811	HAVANA	lincRNA	1	1391
chr22	-	ENSG00000235154.1	CTA-280A3__B.2	48440527	48444366	HAVANA	lincRNA	1	3839
chr22	-	ENSG00000238192.1	LL22NC03-121E8.4	48535278	48536818	HAVANA	lincRNA	1	1540
chr22	+	ENSG00000229275.1	LL22NC03-121E8.3	48537359	48539046	HAVANA	lincRNA	1	1687
chr22	+	ENSG00000266508.1	MIR3201	48670176	48670227	ENSEMBL	miRNA	1	51
chr22	+	ENSG00000233179.1	RP11-536P6.3	48844702	48847029	HAVANA	lincRNA	1	2327
chr22	+	ENSG00000219438.4	FAM19A5	48885272	49246724	HAVANA	protein_coding	1	361452
chr22	-	ENSG00000219016.3	CTA-299D3.8	48934712	48943199	HAVANA	protein_coding	1	8487
chr22	+	ENSG00000266887.1	MIR4535	49176107	49176165	ENSEMBL	miRNA	1	58
chr22	-	ENSG00000251912.1	AL954742.1	49210132	49210216	ENSEMBL	miRNA	1	84
chr22	+	ENSG00000205632.2	WI2-81516E3.1	49288729	49294198	HAVANA	lincRNA	1	5469
chr22	-	ENSG00000226142.2	RPL35P8	49609837	49610173	HAVANA	pseudogene	1	336
chr22	-	ENSG00000188511.8	C22orf34	49808176	50051190	HAVANA	protein_coding	1	243014
chr22	-	ENSG00000264139.1	MIR3667	49937041	49937114	ENSEMBL	miRNA	1	73
chr22	+	ENSG00000212939.2	RP1-29C18.10	49942329	49950121	HAVANA	antisense	1	7792
chr22	-	ENSG00000213279.2	RP1-29C18.9	49965912	49969074	HAVANA	sense_intronic	1	3162
chr22	-	ENSG00000235111.1	RP1-29C18.8	50006305	50009364	HAVANA	sense_intronic	1	3059
chr22	-	ENSG00000226954.1	RP5-983L19.2	50111701	50118154	HAVANA	lincRNA	1	6453
chr22	+	ENSG00000223142.1	RN7SKP252	50132325	50132651	ENSEMBL	misc_RNA	1	326
chr22	-	ENSG00000214727.2	RPL5P35	50151275	50152628	HAVANA	pseudogene	1	1353
chr22	-	ENSG00000100425.14	BRD1	50166931	50221160	HAVANA	protein_coding	1	54229
chr22	+	ENSG00000236867.1	RP3-522J7.5	50210896	50211360	HAVANA	pseudogene	1	464
chr22	-	ENSG00000260613.1	RP3-522J7.6	50226264	50231434	HAVANA	lincRNA	1	5170
chr22	+	ENSG00000229409.1	RP11-494O16.3	50239577	50239738	HAVANA	pseudogene	1	161
chr22	+	ENSG00000100426.6	ZBED4	50247490	50283726	HAVANA	protein_coding	1	36236
chr22	-	ENSG00000182858.9	ALG12	50293877	50312106	HAVANA	protein_coding	1	18229
chr22	+	ENSG00000273192.1	CITF22-1A6.3	50295876	50298224	HAVANA	lincRNA	1	2348
chr22	+	ENSG00000184164.10	CRELD2	50311815	50321188	HAVANA	protein_coding	1	9373
chr22	+	ENSG00000198355.4	PIM3	50354161	50357728	HAVANA	protein_coding	1	3567
chr22	-	ENSG00000188263.6	IL17REL	50432942	50451088	HAVANA	protein_coding	1	18146
chr22	-	ENSG00000138892.7	TTLL8	50453552	50495364	HAVANA	protein_coding	1	41812
chr22	-	ENSG00000100427.11	MLC1	50497820	50524331	HAVANA	protein_coding	1	26511
chr22	+	ENSG00000073146.11	MOV10L1	50528308	50600119	HAVANA	protein_coding	1	71811
chr22	+	ENSG00000073150.9	PANX2	50609160	50618723	HAVANA	protein_coding	1	9563
chr22	+	ENSG00000170638.5	TRABD	50624344	50638027	HAVANA	protein_coding	1	13683
chr22	-	ENSG00000273188.1	RP3-402G11.25	50630153	50630831	HAVANA	antisense	1	678
chr22	-	ENSG00000273253.1	RP3-402G11.26	50637519	50638976	HAVANA	antisense	1	1457
chr22	+	ENSG00000073169.9	SELO	50639408	50656045	HAVANA	protein_coding	1	16637
chr22	-	ENSG00000272836.1	RP3-402G11.27	50644014	50644491	HAVANA	antisense	1	477
chr22	-	ENSG00000273137.1	RP3-402G11.28	50646890	50647971	HAVANA	antisense	1	1081
chr22	-	ENSG00000128159.7	TUBGCP6	50656118	50683421	HAVANA	protein_coding	1	27303
chr22	-	ENSG00000100429.13	HDAC10	50683612	50689834	HAVANA	protein_coding	1	6222
chr22	-	ENSG00000188130.9	MAPK12	50683879	50700254	HAVANA	protein_coding	1	16375
chr22	-	ENSG00000185386.10	MAPK11	50702142	50709196	HAVANA	protein_coding	1	7054
chr22	-	ENSG00000196576.10	PLXNB2	50713408	50746056	HAVANA	protein_coding	1	32648
chr22	+	ENSG00000268427.1	AL022328.1	50714103	50714350	ENSEMBL	protein_coding	1	247
chr22	-	ENSG00000205593.7	DENND6B	50747459	50765489	HAVANA	protein_coding	1	18030
chr22	+	ENSG00000227484.1	XX-C283C717.1	50753060	50754437	HAVANA	antisense	1	1377
chr22	+	ENSG00000100239.11	PPP6R2	50781733	50883514	HAVANA	protein_coding	1	101781
chr22	+	ENSG00000242463.2	RN7SL500P	50809639	50809923	ENSEMBL	misc_RNA	1	284
chr22	+	ENSG00000238604.1	Y_RNA	50837249	50837349	ENSEMBL	misc_RNA	1	100
chr22	-	ENSG00000100241.16	SBF1	50883429	50913454	HAVANA	protein_coding	1	30025
chr22	+	ENSG00000128165.7	ADM2	50919985	50924869	HAVANA	protein_coding	1	4884
chr22	+	ENSG00000100253.8	MIOX	50925213	50929077	HAVANA	protein_coding	1	3864
chr22	-	ENSG00000100258.13	LMF2	50941376	50946135	HAVANA	protein_coding	1	4759
chr22	+	ENSG00000025770.14	NCAPH2	50946645	50961901	HAVANA	protein_coding	1	15256
chr22	-	ENSG00000130489.8	SCO2	50961997	50964868	HAVANA	protein_coding	1	2871
chr22	+	ENSG00000272821.1	CTA-384D8.36	50962355	50963209	HAVANA	antisense	1	854
chr22	-	ENSG00000025708.8	TYMP	50964181	50968485	HAVANA	protein_coding	1	4304
chr22	-	ENSG00000177989.9	ODF3B	50968139	50971009	HAVANA	protein_coding	1	2870
chr22	-	ENSG00000272666.1	CTA-384D8.35	50980734	50981335	HAVANA	lincRNA	1	601
chr22	+	ENSG00000273272.1	CTA-384D8.34	50981079	50981440	HAVANA	lincRNA	1	361
chr22	+	ENSG00000226738.1	CTA-384D8.31	50984844	50986081	HAVANA	antisense	1	1237
chr22	+	ENSG00000130487.4	KLHDC7B	50986462	50989451	HAVANA	protein_coding	1	2989
chr22	-	ENSG00000217442.3	SYCE3	50989541	51001334	HAVANA	protein_coding	1	11793
chr22	-	ENSG00000205560.8	CPT1B	51007290	51017899	HAVANA	protein_coding	1	10609
chr22	-	ENSG00000254413.4	CHKB-CPT1B	51007298	51021394	HAVANA	protein_coding	1	14096
chr22	-	ENSG00000100288.15	CHKB	51017378	51039884	HAVANA	protein_coding	1	22506
chr22	+	ENSG00000205559.3	CHKB-AS1	51021455	51022306	HAVANA	antisense	1	851
chr22	+	ENSG00000272940.1	CTA-384D8.33	51035581	51036028	HAVANA	lincRNA	1	447
chr22	+	ENSG00000008735.10	MAPK8IP2	51039114	51052409	HAVANA	protein_coding	1	13295
chr22	-	ENSG00000100299.13	ARSA	51061182	51066607	HAVANA	protein_coding	1	5425
chr22	+	ENSG00000212569.1	Y_RNA	51108232	51108329	ENSEMBL	misc_RNA	1	97
chr22	+	ENSG00000251322.3	SHANK3	51112843	51171726	HAVANA	protein_coding	1	58883
chr22	-	ENSG00000206841.1	RNU6-409P	51129688	51129791	ENSEMBL	snRNA	1	103
chr22	-	ENSG00000225929.1	AC000036.4	51174253	51176567	HAVANA	antisense	1	2314
chr22	+	ENSG00000100312.6	ACR	51176624	51183762	HAVANA	protein_coding	1	7138
chr22	-	ENSG00000254499.1	AC002056.5	51179021	51181948	HAVANA	antisense	1	2927
chr22	-	ENSG00000213683.3	AC002056.3	51193096	51193862	HAVANA	pseudogene	1	766
chr22	+	ENSG00000184319.11	AC002055.4	51195376	51239737	HAVANA	pseudogene	1	44361
chr22	-	ENSG00000079974.13	RABL2B	51205929	51222091	HAVANA	protein_coding	1	16162
